,subcategory_id,subcategory_name,category_id,category_name,source,visits
457,23754c4da2,Дрели и миксеры,394f20d8fa,Строительство и ремонт,organic,2738
458,b4d010c532,Веб-камеры,3509869a61,Компьютерная техника,direct,1268
459,b4d010c532,Веб-камеры,3509869a61,Компьютерная техника,organic,2734
460,85204f3eb7,Сервизы,dafb4d11f4,Товары для дома,direct,1268
461,85204f3eb7,Сервизы,dafb4d11f4,Товары для дома,organic,2729
462,55e0cd7be7,"Качели, шезлонги",7dbac4c1a3,Детские товары,direct,1242
463,55e0cd7be7,"Качели, шезлонги",7dbac4c1a3,Детские товары,organic,2722
464,98ddcd02d1,Велотренажеры,ae99947659,Спорт и отдых,direct,1236
465,98ddcd02d1,Велотренажеры,ae99947659,Спорт и отдых,organic,2717
466,9424d7a078,Краска,655ccc3c49,Товары для красоты,direct,1229
467,9424d7a078,Краска,655ccc3c49,Товары для красоты,organic,2712
468,477b1f35b9,Сборные модели,7dbac4c1a3,Детские товары,direct,1226
469,477b1f35b9,Сборные модели,7dbac4c1a3,Детские товары,organic,2706
470,57ca793ab4,Кухонные весы,5a0d8ac946,Бытовая техника,direct,1226
471,57ca793ab4,Кухонные весы,5a0d8ac946,Бытовая техника,organic,2703
472,d25b2d69ec,Кресла,dafb4d11f4,Товары для дома,direct,1223
473,d25b2d69ec,Кресла,dafb4d11f4,Товары для дома,organic,2695
474,9373c1d570,Теплицы и каркасы,bfd01f6342,"Дача, сад и огород",direct,1199
475,9373c1d570,Теплицы и каркасы,bfd01f6342,"Дача, сад и огород",organic,2692
476,b1859ad4ed,Модемы,3509869a61,Компьютерная техника,direct,1197
477,b1859ad4ed,Модемы,3509869a61,Компьютерная техника,organic,2665
478,9a00140905,Для проблемной кожи,655ccc3c49,Товары для красоты,direct,1196
479,9a00140905,Для проблемной кожи,655ccc3c49,Товары для красоты,organic,2659
480,fc61762702,Аккумуляторные батареи,65922fa39c,Авто,direct,1175
481,fc61762702,Аккумуляторные батареи,65922fa39c,Авто,organic,2657
482,6d258ebd0f,Усилители,65922fa39c,Авто,direct,1169
483,6d258ebd0f,Усилители,65922fa39c,Авто,organic,2644
484,e0292f7aaf,Радиотелефоны,09f279a643,Электроника,direct,1167
485,e0292f7aaf,Радиотелефоны,09f279a643,Электроника,organic,2628
486,788379dfd5,Сканеры,3509869a61,Компьютерная техника,direct,1165
487,788379dfd5,Сканеры,3509869a61,Компьютерная техника,organic,2616
488,0898cf1bd5,Домашние кинотеатры,09f279a643,Электроника,direct,1163
489,0898cf1bd5,Домашние кинотеатры,09f279a643,Электроника,organic,2602
490,4d432ee2d7,DVD и Blu-ray плееры,09f279a643,Электроника,direct,1158
491,4d432ee2d7,DVD и Blu-ray плееры,09f279a643,Электроника,organic,2588
492,cffb7d1ac4,Штативы и моноподы,09f279a643,Электроника,direct,1152
493,cffb7d1ac4,Штативы и моноподы,09f279a643,Электроника,organic,2540
494,fb6fb24bbc,Цифровые метеостанции,5a0d8ac946,Бытовая техника,direct,1148
495,fb6fb24bbc,Цифровые метеостанции,5a0d8ac946,Бытовая техника,organic,2533
496,47e5abf04f,Радио- и видеоняни,7dbac4c1a3,Детские товары,direct,1125
497,47e5abf04f,Радио- и видеоняни,7dbac4c1a3,Детские товары,organic,2514
498,3f26084fff,Тушь,655ccc3c49,Товары для красоты,direct,1124
499,3f26084fff,Тушь,655ccc3c49,Товары для красоты,organic,2491
500,4ea2b68cca,Коньки,ae99947659,Спорт и отдых,direct,1101
501,4ea2b68cca,Коньки,ae99947659,Спорт и отдых,organic,2485
502,6e410f6145,Кремы и лосьоны,655ccc3c49,Товары для красоты,direct,1090
503,6e410f6145,Кремы и лосьоны,655ccc3c49,Товары для красоты,organic,2483
504,e5aa3dfae7,Сушилки для белья,dafb4d11f4,Товары для дома,direct,1090
505,e5aa3dfae7,Сушилки для белья,dafb4d11f4,Товары для дома,organic,2481
506,712bf4d814,Зарядные устройства для аккумуляторов,65922fa39c,Авто,direct,1076
507,712bf4d814,Зарядные устройства для аккумуляторов,65922fa39c,Авто,organic,2469
508,e0855c237c,Беговые лыжи,ae99947659,Спорт и отдых,direct,1063
509,e0855c237c,Беговые лыжи,ae99947659,Спорт и отдых,organic,2466
510,ea3d951e12,Настольные лампы и светильники,dafb4d11f4,Товары для дома,direct,1060
511,ea3d951e12,Настольные лампы и светильники,dafb4d11f4,Товары для дома,organic,2457
512,76b1a497ce,Антивозрастная косметика,655ccc3c49,Товары для красоты,direct,1051
513,76b1a497ce,Антивозрастная косметика,655ccc3c49,Товары для красоты,organic,2402
514,736fe30142,Зубная паста,655ccc3c49,Товары для красоты,direct,1045
515,736fe30142,Зубная паста,655ccc3c49,Товары для красоты,organic,2396
516,26a01cbeac,"Турки, кофеварки, кофемолки",dafb4d11f4,Товары для дома,direct,1036
517,26a01cbeac,"Турки, кофеварки, кофемолки",dafb4d11f4,Товары для дома,organic,2391
518,81610880ca,Очищение и снятие макияжа,655ccc3c49,Товары для красоты,direct,1035
519,81610880ca,Очищение и снятие макияжа,655ccc3c49,Товары для красоты,organic,2377
520,7719e7eb01,Каталки и качалки,7dbac4c1a3,Детские товары,direct,1031
521,7719e7eb01,Каталки и качалки,7dbac4c1a3,Детские товары,organic,2360
522,7230d8c037,"Грили, барбекю, коптильни",bfd01f6342,"Дача, сад и огород",direct,1021
523,7230d8c037,"Грили, барбекю, коптильни",bfd01f6342,"Дача, сад и огород",organic,2358
524,c1f38765c2,Аппараты для маникюра и педикюра,655ccc3c49,Товары для красоты,direct,1016
525,c1f38765c2,Аппараты для маникюра и педикюра,655ccc3c49,Товары для красоты,organic,2355
526,b66ec7e17e,Комплектующие,3509869a61,Компьютерная техника,direct,1012
527,b66ec7e17e,Комплектующие,3509869a61,Компьютерная техника,organic,2315
528,6e458a8c50,Пароварки,5a0d8ac946,Бытовая техника,direct,993
529,6e458a8c50,Пароварки,5a0d8ac946,Бытовая техника,organic,2300
530,a467b892bb,Кровати,dafb4d11f4,Товары для дома,direct,992
531,a467b892bb,Кровати,dafb4d11f4,Товары для дома,organic,2267
532,c5099f20e5,VoIP-оборудование,3509869a61,Компьютерная техника,direct,984
533,c5099f20e5,VoIP-оборудование,3509869a61,Компьютерная техника,organic,2261
534,6594588a6c,Автомобильные телевизоры,65922fa39c,Авто,direct,975
535,6594588a6c,Автомобильные телевизоры,65922fa39c,Авто,organic,2246
536,e00aec71e9,Картины по номерам и контурам,7dbac4c1a3,Детские товары,direct,971
537,e00aec71e9,Картины по номерам и контурам,7dbac4c1a3,Детские товары,organic,2227
538,aafc49dc4c,Домашняя одежда,6074ad29ac,"Одежда, обувь и аксессуары",direct,968
539,aafc49dc4c,Домашняя одежда,6074ad29ac,"Одежда, обувь и аксессуары",organic,2193
540,86a9a6f1e7,Аэрогрили,5a0d8ac946,Бытовая техника,direct,966
541,86a9a6f1e7,Аэрогрили,5a0d8ac946,Бытовая техника,organic,2183
542,58b07a3278,Коврики для мыши,3509869a61,Компьютерная техника,direct,963
543,58b07a3278,Коврики для мыши,3509869a61,Компьютерная техника,organic,2162
544,ffdae1530c,Гайковерты,394f20d8fa,Строительство и ремонт,direct,959
545,ffdae1530c,Гайковерты,394f20d8fa,Строительство и ремонт,organic,2161
546,bef19f1547,Диктофоны,09f279a643,Электроника,direct,955
547,bef19f1547,Диктофоны,09f279a643,Электроника,organic,2147
548,fc14e368c4,Микрофоны,09f279a643,Электроника,direct,950
549,fc14e368c4,Микрофоны,09f279a643,Электроника,organic,2143
550,ca07e52c44,Компрессионный трикотаж,10a493e03b,Товары для здоровья,direct,949
551,ca07e52c44,Компрессионный трикотаж,10a493e03b,Товары для здоровья,organic,2129
552,f1596fffb9,Пальто,6074ad29ac,"Одежда, обувь и аксессуары",direct,948
553,f1596fffb9,Пальто,6074ad29ac,"Одежда, обувь и аксессуары",organic,2123
554,c4eeff980a,Обои,394f20d8fa,Строительство и ремонт,direct,943
555,c4eeff980a,Обои,394f20d8fa,Строительство и ремонт,organic,2119
556,b1e2959be8,Подушки,dafb4d11f4,Товары для дома,direct,941
557,b1e2959be8,Подушки,dafb4d11f4,Товары для дома,organic,2116
558,fc3dfad04c,Средства от блох и клещей,22f134317d,Товары для животных,direct,936
559,fc3dfad04c,Средства от блох и клещей,22f134317d,Товары для животных,organic,2102
560,85a55d17f8,Вентиляторы вытяжные,394f20d8fa,Строительство и ремонт,direct,931
561,85a55d17f8,Вентиляторы вытяжные,394f20d8fa,Строительство и ремонт,organic,2066
562,b1b7fd3481,Глюкометры и анализаторы крови,10a493e03b,Товары для здоровья,direct,931
563,b1b7fd3481,Глюкометры и анализаторы крови,10a493e03b,Товары для здоровья,organic,2056
564,cc2df8f314,"Конфеты в коробках, подарочные наборы",d9cd63e557,Продукты,direct,918
565,cc2df8f314,"Конфеты в коробках, подарочные наборы",d9cd63e557,Продукты,organic,2026
566,3b531068e3,Кукольные домики,7dbac4c1a3,Детские товары,direct,904
567,3b531068e3,Кукольные домики,7dbac4c1a3,Детские товары,organic,2009
568,ca6f115186,Полоскание и уход за полостью рта,655ccc3c49,Товары для красоты,direct,903
569,ca6f115186,Полоскание и уход за полостью рта,655ccc3c49,Товары для красоты,organic,1997
570,dc4eb5caa4,Нумизматика и филателия,4f25bc6081,Досуг и развлечения,direct,898
571,dc4eb5caa4,Нумизматика и филателия,4f25bc6081,Досуг и развлечения,organic,1980
572,8cfb7b4f9e,Запасные части,09f279a643,Электроника,direct,894
573,8cfb7b4f9e,Запасные части,09f279a643,Электроника,organic,1978
574,c118d7c20c,Блинницы,5a0d8ac946,Бытовая техника,direct,894
575,c118d7c20c,Блинницы,5a0d8ac946,Бытовая техника,organic,1977
576,7d44d1fa50,Пластилин и масса для лепки,7dbac4c1a3,Детские товары,direct,887
577,7d44d1fa50,Пластилин и масса для лепки,7dbac4c1a3,Детские товары,organic,1974
578,654b0e4985,Гладильные доски,dafb4d11f4,Товары для дома,direct,885
579,654b0e4985,Гладильные доски,dafb4d11f4,Товары для дома,organic,1966
580,1bededb3df,Тепловые пушки,394f20d8fa,Строительство и ремонт,direct,884
581,1bededb3df,Тепловые пушки,394f20d8fa,Строительство и ремонт,organic,1956
582,18c74366f0,Чайники,dafb4d11f4,Товары для дома,direct,882
583,18c74366f0,Чайники,dafb4d11f4,Товары для дома,organic,1946
584,7c97db4923,Скейтборды и лонгборды,ae99947659,Спорт и отдых,direct,880
585,7c97db4923,Скейтборды и лонгборды,ae99947659,Спорт и отдых,organic,1925
586,d8cbb029d9,Каркасные батуты,ae99947659,Спорт и отдых,direct,870
587,d8cbb029d9,Каркасные батуты,ae99947659,Спорт и отдых,organic,1912
588,b8372c692a,Дорожные сумки,6074ad29ac,"Одежда, обувь и аксессуары",direct,868
589,b8372c692a,Дорожные сумки,6074ad29ac,"Одежда, обувь и аксессуары",organic,1910
590,4095f26968,Чехлы для планшетов,3509869a61,Компьютерная техника,direct,868
591,4095f26968,Чехлы для планшетов,3509869a61,Компьютерная техника,organic,1906
592,54e8cd3bd3,Наборы для исследований,7dbac4c1a3,Детские товары,direct,861
593,54e8cd3bd3,Наборы для исследований,7dbac4c1a3,Детские товары,organic,1897
594,f1ddc2cb86,Термометры,10a493e03b,Товары для здоровья,direct,849
595,f1ddc2cb86,Термометры,10a493e03b,Товары для здоровья,organic,1893
596,2bedbdfbbb,Манежи,7dbac4c1a3,Детские товары,direct,847
597,2bedbdfbbb,Манежи,7dbac4c1a3,Детские товары,organic,1892
598,0ec60c8709,Спутниковое телевидение,09f279a643,Электроника,direct,832
599,0ec60c8709,Спутниковое телевидение,09f279a643,Электроника,organic,1888
600,6760db75a3,Аксессуары для глюкометров,10a493e03b,Товары для здоровья,direct,829
601,6760db75a3,Аксессуары для глюкометров,10a493e03b,Товары для здоровья,organic,1885
602,e835c4b274,Масло растительное,d9cd63e557,Продукты,direct,821
603,e835c4b274,Масло растительное,d9cd63e557,Продукты,organic,1878
604,cd894a15d8,Лаки и спреи,655ccc3c49,Товары для красоты,direct,819
605,cd894a15d8,Лаки и спреи,655ccc3c49,Товары для красоты,organic,1858
606,bb5927b3c0,Витамины и минералы,ae99947659,Спорт и отдых,direct,819
607,bb5927b3c0,Витамины и минералы,ae99947659,Спорт и отдых,organic,1838
608,43bb0ea564,Батарейки и аккумуляторы,09f279a643,Электроника,direct,816
609,43bb0ea564,Батарейки и аккумуляторы,09f279a643,Электроника,organic,1834
610,d60fee06e2,Футболки и майки,6074ad29ac,"Одежда, обувь и аксессуары",direct,810
611,d60fee06e2,Футболки и майки,6074ad29ac,"Одежда, обувь и аксессуары",organic,1830
612,2509678bb8,Столы и столики,dafb4d11f4,Товары для дома,direct,807
613,2509678bb8,Столы и столики,dafb4d11f4,Товары для дома,organic,1826
614,d18bea6ebf,Пазлы,7dbac4c1a3,Детские товары,direct,803
615,d18bea6ebf,Пазлы,7dbac4c1a3,Детские товары,organic,1814
616,110254a12d,Развивающие игрушки,7dbac4c1a3,Детские товары,direct,800
617,110254a12d,Развивающие игрушки,7dbac4c1a3,Детские товары,organic,1812
618,ac0f101b3d,Дальномеры,394f20d8fa,Строительство и ремонт,direct,798
619,ac0f101b3d,Дальномеры,394f20d8fa,Строительство и ремонт,organic,1811
620,69d07b4a70,Мини-тракторы,bfd01f6342,"Дача, сад и огород",direct,797
621,69d07b4a70,Мини-тракторы,bfd01f6342,"Дача, сад и огород",organic,1809
622,0a8586e822,Кабели и разъемы,09f279a643,Электроника,direct,788
623,0a8586e822,Кабели и разъемы,09f279a643,Электроника,organic,1808
624,0745e40ab1,"Розетки, выключатели и рамки",394f20d8fa,Строительство и ремонт,direct,787
625,0745e40ab1,"Розетки, выключатели и рамки",394f20d8fa,Строительство и ремонт,organic,1790
626,c5354cc35f,Воск и паста,655ccc3c49,Товары для красоты,direct,785
627,c5354cc35f,Воск и паста,655ccc3c49,Товары для красоты,organic,1783
628,fca816e64e,Ламинат,394f20d8fa,Строительство и ремонт,direct,781
629,fca816e64e,Ламинат,394f20d8fa,Строительство и ремонт,organic,1748
630,4c186ce2c4,Ножи кухонные,dafb4d11f4,Товары для дома,direct,781
631,4c186ce2c4,Ножи кухонные,dafb4d11f4,Товары для дома,organic,1741
632,78448ba0a7,Электрический теплый пол,394f20d8fa,Строительство и ремонт,direct,780
633,78448ba0a7,Электрический теплый пол,394f20d8fa,Строительство и ремонт,organic,1734
634,acb3191b75,Распиловочные станки,394f20d8fa,Строительство и ремонт,direct,779
635,acb3191b75,Распиловочные станки,394f20d8fa,Строительство и ремонт,organic,1719
636,17ff4a56fb,Ботинки,6074ad29ac,"Одежда, обувь и аксессуары",direct,774
637,17ff4a56fb,Ботинки,6074ad29ac,"Одежда, обувь и аксессуары",organic,1717
638,193efa0b5f,Картриджи и сменные элементы для фильтров,394f20d8fa,Строительство и ремонт,direct,772
639,193efa0b5f,Картриджи и сменные элементы для фильтров,394f20d8fa,Строительство и ремонт,organic,1712
640,735361a47a,Держатели для мобильных устройств,09f279a643,Электроника,direct,768
641,735361a47a,Держатели для мобильных устройств,09f279a643,Электроника,organic,1709
642,afaebff544,Ручные стабилизаторы и стедикамы,09f279a643,Электроника,direct,767
643,afaebff544,Ручные стабилизаторы и стедикамы,09f279a643,Электроника,organic,1706
644,933cb464b4,Кошельки,6074ad29ac,"Одежда, обувь и аксессуары",direct,766
645,933cb464b4,Кошельки,6074ad29ac,"Одежда, обувь и аксессуары",organic,1689
646,c64dab36a9,Камеры видеонаблюдения,394f20d8fa,Строительство и ремонт,direct,765
647,c64dab36a9,Камеры видеонаблюдения,394f20d8fa,Строительство и ремонт,organic,1676
648,c68f3cb5de,Магнитолы,09f279a643,Электроника,direct,760
649,c68f3cb5de,Магнитолы,09f279a643,Электроника,organic,1661
650,f2c4e74984,Тумбы,dafb4d11f4,Товары для дома,direct,758
651,f2c4e74984,Тумбы,dafb4d11f4,Товары для дома,organic,1659
652,79197fc484,Капсулы для кофемашин,d9cd63e557,Продукты,direct,757
653,79197fc484,Капсулы для кофемашин,d9cd63e557,Продукты,organic,1654
654,755f5c226e,Стиральный порошок,dafb4d11f4,Товары для дома,direct,753
655,755f5c226e,Стиральный порошок,dafb4d11f4,Товары для дома,organic,1648
656,c3ff40eb9b,Пряжа,7dbac4c1a3,Детские товары,direct,752
657,c3ff40eb9b,Пряжа,7dbac4c1a3,Детские товары,organic,1628
658,2b778d5ba4,Граверы (Прямошлифовальные машины),394f20d8fa,Строительство и ремонт,direct,752
659,2b778d5ba4,Граверы (Прямошлифовальные машины),394f20d8fa,Строительство и ремонт,organic,1614
660,1337d3f17d,Бокалы и стаканы,dafb4d11f4,Товары для дома,direct,750
661,1337d3f17d,Бокалы и стаканы,dafb4d11f4,Товары для дома,organic,1595
662,753a5af83d,Помада,655ccc3c49,Товары для красоты,direct,750
663,753a5af83d,Помада,655ccc3c49,Товары для красоты,organic,1592
664,c8ef312ffe,Кофе в зернах,d9cd63e557,Продукты,direct,749
665,c8ef312ffe,Кофе в зернах,d9cd63e557,Продукты,organic,1590
666,e7e3d3058d,Доски и мольберты,7dbac4c1a3,Детские товары,direct,747
667,e7e3d3058d,Доски и мольберты,7dbac4c1a3,Детские товары,organic,1580
668,82d3342c72,Для душа,655ccc3c49,Товары для красоты,direct,743
669,82d3342c72,Для душа,655ccc3c49,Товары для красоты,organic,1574
670,7cbf8e736b,Керамическая плитка,394f20d8fa,Строительство и ремонт,direct,740
671,7cbf8e736b,Керамическая плитка,394f20d8fa,Строительство и ремонт,organic,1571
672,a3944a683a,Антифризы,65922fa39c,Авто,direct,736
673,a3944a683a,Антифризы,65922fa39c,Авто,organic,1568
674,5bf2efd58a,Куртки,6074ad29ac,"Одежда, обувь и аксессуары",direct,736
675,5bf2efd58a,Куртки,6074ad29ac,"Одежда, обувь и аксессуары",organic,1565
676,340355be0a,Программы,3509869a61,Компьютерная техника,direct,731
677,340355be0a,Программы,3509869a61,Компьютерная техника,organic,1564
678,219ecb4c4f,Рубанки,394f20d8fa,Строительство и ремонт,direct,728
679,219ecb4c4f,Рубанки,394f20d8fa,Строительство и ремонт,organic,1561
680,c9dede2a93,Корсеты и корректоры осанки,10a493e03b,Товары для здоровья,direct,727
681,c9dede2a93,Корсеты и корректоры осанки,10a493e03b,Товары для здоровья,organic,1559
682,53671ad5ac,Тонизирование,655ccc3c49,Товары для красоты,direct,726
683,53671ad5ac,Тонизирование,655ccc3c49,Товары для красоты,organic,1557
684,dd5851f38a,Колготки и чулки,6074ad29ac,"Одежда, обувь и аксессуары",direct,723
685,dd5851f38a,Колготки и чулки,6074ad29ac,"Одежда, обувь и аксессуары",organic,1553
686,faa76146d8,Наполнители для кошачьих туалетов,22f134317d,Товары для животных,direct,722
687,faa76146d8,Наполнители для кошачьих туалетов,22f134317d,Товары для животных,organic,1553
688,875af35824,Сетевые накопители,3509869a61,Компьютерная техника,direct,718
689,875af35824,Сетевые накопители,3509869a61,Компьютерная техника,organic,1549
690,975d8a3c3b,Спальные мешки,ae99947659,Спорт и отдых,direct,716
691,975d8a3c3b,Спальные мешки,ae99947659,Спорт и отдых,organic,1532
692,03ab2f6880,"BB, CC и DD кремы",655ccc3c49,Товары для красоты,direct,712
693,03ab2f6880,"BB, CC и DD кремы",655ccc3c49,Товары для красоты,organic,1527
694,169aac0992,Шторы,dafb4d11f4,Товары для дома,direct,705
695,169aac0992,Шторы,dafb4d11f4,Товары для дома,organic,1512
696,1e3edb6be5,Станки и приспособления для заточки,394f20d8fa,Строительство и ремонт,direct,705
697,1e3edb6be5,Станки и приспособления для заточки,394f20d8fa,Строительство и ремонт,organic,1507
698,170252d547,Плиткорезы и камнерезы,394f20d8fa,Строительство и ремонт,direct,699
699,170252d547,Плиткорезы и камнерезы,394f20d8fa,Строительство и ремонт,organic,1491
700,99adf0b083,Выпечка и запекание,dafb4d11f4,Товары для дома,direct,698
701,99adf0b083,Выпечка и запекание,dafb4d11f4,Товары для дома,organic,1460
702,5effd098d5,Презервативы,655ccc3c49,Товары для красоты,direct,697
703,5effd098d5,Презервативы,655ccc3c49,Товары для красоты,organic,1456
704,7d6cf0007b,Игровые домики и палатки,7dbac4c1a3,Детские товары,direct,696
705,7d6cf0007b,Игровые домики и палатки,7dbac4c1a3,Детские товары,organic,1454
706,6198968ac2,Кулеры для воды и питьевые фонтанчики,5a0d8ac946,Бытовая техника,direct,692
707,6198968ac2,Кулеры для воды и питьевые фонтанчики,5a0d8ac946,Бытовая техника,organic,1452
708,e5232c7a42,Тональные средства,655ccc3c49,Товары для красоты,direct,689
709,e5232c7a42,Тональные средства,655ccc3c49,Товары для красоты,organic,1447
710,5072b95782,Швабры и насадки,dafb4d11f4,Товары для дома,direct,687
711,5072b95782,Швабры и насадки,dafb4d11f4,Товары для дома,organic,1438
712,43e4aa7bf2,Слуховые аппараты,10a493e03b,Товары для здоровья,direct,686
713,43e4aa7bf2,Слуховые аппараты,10a493e03b,Товары для здоровья,organic,1425
714,4882c8e8e6,Молокоотсосы,7dbac4c1a3,Детские товары,direct,685
715,4882c8e8e6,Молокоотсосы,7dbac4c1a3,Детские товары,organic,1419
716,d35cd31a54,Туфли,6074ad29ac,"Одежда, обувь и аксессуары",direct,683
717,d35cd31a54,Туфли,6074ad29ac,"Одежда, обувь и аксессуары",organic,1394
718,c6cbac780d,"Инсталляции для унитазов, писсуаров, биде",394f20d8fa,Строительство и ремонт,direct,679
719,c6cbac780d,"Инсталляции для унитазов, писсуаров, биде",394f20d8fa,Строительство и ремонт,organic,1393
720,f74e005a21,Межкомнатные двери,394f20d8fa,Строительство и ремонт,direct,677
721,f74e005a21,Межкомнатные двери,394f20d8fa,Строительство и ремонт,organic,1389
722,a3cab491dd,Ремешки для умных часов,09f279a643,Электроника,direct,675
723,a3cab491dd,Ремешки для умных часов,09f279a643,Электроника,organic,1388
724,25307e9d5a,Телескопы,09f279a643,Электроника,direct,674
725,25307e9d5a,Телескопы,09f279a643,Электроника,organic,1388
726,f0a12fefd7,Коляски для кукол,7dbac4c1a3,Детские товары,direct,672
727,f0a12fefd7,Коляски для кукол,7dbac4c1a3,Детские товары,organic,1387
728,46c241ff98,Для посудомоечных машин,dafb4d11f4,Товары для дома,direct,670
729,46c241ff98,Для посудомоечных машин,dafb4d11f4,Товары для дома,organic,1379
730,7bc6bc6c50,Сапоги,6074ad29ac,"Одежда, обувь и аксессуары",direct,666
731,7bc6bc6c50,Сапоги,6074ad29ac,"Одежда, обувь и аксессуары",organic,1355
732,90f25e545f,Маски и очки,394f20d8fa,Строительство и ремонт,direct,664
733,90f25e545f,Маски и очки,394f20d8fa,Строительство и ремонт,organic,1352
734,e23277dff4,Терки и измельчители,dafb4d11f4,Товары для дома,direct,664
735,e23277dff4,Терки и измельчители,dafb4d11f4,Товары для дома,organic,1347
736,c98e5db6dd,Комплекты,dafb4d11f4,Товары для дома,direct,663
737,c98e5db6dd,Комплекты,dafb4d11f4,Товары для дома,organic,1343
738,9780562f28,"Мини-печи, ростеры",5a0d8ac946,Бытовая техника,direct,663
739,9780562f28,"Мини-печи, ростеры",5a0d8ac946,Бытовая техника,organic,1340
740,b9980610d9,Эксцентриковые шлифмашины,394f20d8fa,Строительство и ремонт,direct,660
741,b9980610d9,Эксцентриковые шлифмашины,394f20d8fa,Строительство и ремонт,organic,1332
742,e08203bfad,Наборы ножей,dafb4d11f4,Товары для дома,direct,655
743,e08203bfad,Наборы ножей,dafb4d11f4,Товары для дома,organic,1331
744,43cfd604a6,Вентиляционные установки,394f20d8fa,Строительство и ремонт,direct,640
745,43cfd604a6,Вентиляционные установки,394f20d8fa,Строительство и ремонт,organic,1331
746,b86295968b,Шкафы,dafb4d11f4,Товары для дома,direct,636
747,b86295968b,Шкафы,dafb4d11f4,Товары для дома,organic,1326
748,691b4b2132,Строительные фены,394f20d8fa,Строительство и ремонт,direct,634
749,691b4b2132,Строительные фены,394f20d8fa,Строительство и ремонт,organic,1326
750,025249fe39,Пылесосы_old,5a0d8ac946,Бытовая техника,direct,632
751,025249fe39,Пылесосы_old,5a0d8ac946,Бытовая техника,organic,1317
752,d051bfe3e1,Сушильные машины и шкафы,5a0d8ac946,Бытовая техника,direct,630
753,d051bfe3e1,Сушильные машины и шкафы,5a0d8ac946,Бытовая техника,organic,1316
754,21b300b8aa,Стеклоочистители,5a0d8ac946,Бытовая техника,direct,629
755,21b300b8aa,Стеклоочистители,5a0d8ac946,Бытовая техника,organic,1315
756,0b1657b249,Биотуалеты,bfd01f6342,"Дача, сад и огород",direct,624
757,0b1657b249,Биотуалеты,bfd01f6342,"Дача, сад и огород",organic,1311
758,c8718e5c89,Подвеска,65922fa39c,Авто,direct,619
759,c8718e5c89,Подвеска,65922fa39c,Авто,organic,1309
760,b4313aea21,Аккумуляторы для ноутбуков и планшетов,3509869a61,Компьютерная техника,direct,617
761,b4313aea21,Аккумуляторы для ноутбуков и планшетов,3509869a61,Компьютерная техника,organic,1305
762,07bf962e2f,Лампы для автомобилей,65922fa39c,Авто,direct,615
763,07bf962e2f,Лампы для автомобилей,65922fa39c,Авто,organic,1304
764,b47727260b,Шпатлевки,394f20d8fa,Строительство и ремонт,direct,614
765,b47727260b,Шпатлевки,394f20d8fa,Строительство и ремонт,organic,1301
766,09122220dd,Пульсометры и шагомеры,ae99947659,Спорт и отдых,direct,613
767,09122220dd,Пульсометры и шагомеры,ae99947659,Спорт и отдых,organic,1299
768,f937d1a77a,Гипсокартон и листовые материалы,394f20d8fa,Строительство и ремонт,direct,609
769,f937d1a77a,Гипсокартон и листовые материалы,394f20d8fa,Строительство и ремонт,organic,1293
770,34285bf555,Штукатурки,394f20d8fa,Строительство и ремонт,direct,609
771,34285bf555,Штукатурки,394f20d8fa,Строительство и ремонт,organic,1292
772,57f951c171,"Сумки, чехлы для фото- и видеотехники",09f279a643,Электроника,direct,609
773,57f951c171,"Сумки, чехлы для фото- и видеотехники",09f279a643,Электроника,organic,1286
774,e43ade0f74,Физиотерапевтические аппараты,10a493e03b,Товары для здоровья,direct,607
775,e43ade0f74,Физиотерапевтические аппараты,10a493e03b,Товары для здоровья,organic,1286
776,7a80e837f4,Счетчики электроэнергии,394f20d8fa,Строительство и ремонт,direct,605
777,7a80e837f4,Счетчики электроэнергии,394f20d8fa,Строительство и ремонт,organic,1283
778,3237ff3c64,Горные лыжи,ae99947659,Спорт и отдых,direct,605
779,3237ff3c64,Горные лыжи,ae99947659,Спорт и отдых,organic,1279
780,c24d2b3710,Головные уборы,6074ad29ac,"Одежда, обувь и аксессуары",direct,602
781,c24d2b3710,Головные уборы,6074ad29ac,"Одежда, обувь и аксессуары",organic,1276
782,1f3424557b,Сноуборды,ae99947659,Спорт и отдых,direct,602
783,1f3424557b,Сноуборды,ae99947659,Спорт и отдых,organic,1262
784,9dd49fd48f,Обувь,6074ad29ac,"Одежда, обувь и аксессуары",direct,599
785,9dd49fd48f,Обувь,6074ad29ac,"Одежда, обувь и аксессуары",organic,1247
786,f85b441504,Скрабы и пилинги,655ccc3c49,Товары для красоты,direct,595
787,f85b441504,Скрабы и пилинги,655ccc3c49,Товары для красоты,organic,1247
788,56bb277ad3,Шатры,bfd01f6342,"Дача, сад и огород",direct,591
789,56bb277ad3,Шатры,bfd01f6342,"Дача, сад и огород",organic,1240
790,f42b145a9b,Колыбели и люльки,7dbac4c1a3,Детские товары,direct,589
791,f42b145a9b,Колыбели и люльки,7dbac4c1a3,Детские товары,organic,1239
792,d486942aa9,Детские кухни и бытовая техника,7dbac4c1a3,Детские товары,direct,587
793,d486942aa9,Детские кухни и бытовая техника,7dbac4c1a3,Детские товары,organic,1233
794,1c6d5f49e4,Настенно-потолочные светильники,dafb4d11f4,Товары для дома,direct,586
795,1c6d5f49e4,Настенно-потолочные светильники,dafb4d11f4,Товары для дома,organic,1226
